[LIBGPUSPATIAL] [ 52915][11:00:16:949314][info  ] Initializing GpuSpatialRuntime on device 0, PTX root /mnt/data/sedona-db/target/release/build/sedona-libgpuspatial-49614f8a870dbe66/out/share/gpuspatial/shaders
[LIBGPUSPATIAL] [ 52920][11:00:24:770493][info  ] Create RTSpatialIndex 0x74c8d908e130, fast_build = 0, compact = 0, concurrency = 1
[LIBGPUSPATIAL] [ 52920][11:00:24:770799][info  ] Create RTSpatialRefiner 0x74c8db5a7550, fast_build = 0, compact = 0, parsing_threads = 8, concurrency = 1, pipeline_batches = 1, wkb_parser_memory_quota = 0.80, relate_engine_memory_quota = 0.80
[LIBGPUSPATIAL] [ 52920][11:00:24:865390][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. PushBuild: 49.27 ms, FinishBuilding: 0.01 ms
[LIBGPUSPATIAL] [ 52920][11:00:24:865423][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), FinishBuilding Refiner, Total geoms: 3057046
[LIBGPUSPATIAL] [ 52920][11:00:24:865439][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), PushBuild, Rectangles 3057046
[LIBGPUSPATIAL] [ 52920][11:00:24:870815][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), FinishBuilding Index on Points, Total geoms: 3057046
[LIBGPUSPATIAL] [ 52920][11:00:24:870840][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. PushBuild: 3.77 ms, FinishBuilding: 1.61 ms
[LIBGPUSPATIAL] [ 52915][11:00:24:949386][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 316027
[LIBGPUSPATIAL] [ 52915][11:00:24:950093][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 316027
[LIBGPUSPATIAL] [ 52915][11:00:24:950119][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.45 ms, RT: 0.34 ms, Copy res: 0.51 ms
[LIBGPUSPATIAL] [ 52915][11:00:24:964942][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2649, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:24:965066][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 316027 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:24:970076][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.67 ms, Refine: 4.80 ms, Copy Results: 0.28 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:040627][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 5 MB, capacity 778123
[LIBGPUSPATIAL] [ 52915][11:00:25:041902][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 778123
[LIBGPUSPATIAL] [ 52915][11:00:25:041932][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.46 ms, RT: 0.36 ms, Copy res: 1.07 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:055919][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2387, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:25:056173][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 778123 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:25:061231][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 11.99 ms, Refine: 4.84 ms, Copy Results: 0.43 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:163902][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 4 MB, capacity 540498
[LIBGPUSPATIAL] [ 52915][11:00:25:164934][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 540498
[LIBGPUSPATIAL] [ 52915][11:00:25:164984][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.48 ms, RT: 0.39 ms, Copy res: 0.80 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:181640][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2730, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:25:181826][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 540498 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:25:189326][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 15.43 ms, Refine: 7.27 ms, Copy Results: 0.37 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:275085][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 3 MB, capacity 451060
[LIBGPUSPATIAL] [ 52915][11:00:25:275945][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 451060
[LIBGPUSPATIAL] [ 52915][11:00:25:275990][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.46 ms, RT: 0.36 ms, Copy res: 0.67 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:288888][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2483, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:25:289054][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 451060 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:25:296151][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.44 ms, Refine: 6.92 ms, Copy Results: 0.30 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:379612][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 3 MB, capacity 514833
[LIBGPUSPATIAL] [ 52915][11:00:25:380622][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 514833
[LIBGPUSPATIAL] [ 52915][11:00:25:380659][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.47 ms, RT: 0.36 ms, Copy res: 0.79 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:396246][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2780, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:25:396407][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 514833 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:25:401771][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 14.77 ms, Refine: 5.10 ms, Copy Results: 0.39 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:497663][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 9 MB, capacity 1206528
[LIBGPUSPATIAL] [ 52915][11:00:25:499467][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 1206528
[LIBGPUSPATIAL] [ 52915][11:00:25:499505][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.48 ms, RT: 0.41 ms, Copy res: 1.56 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:517238][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2363, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:25:517623][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 1206528 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:25:541868][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 16.81 ms, Refine: 24.16 ms, Copy Results: 0.43 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:648572][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 4 MB, capacity 637036
[LIBGPUSPATIAL] [ 52915][11:00:25:649692][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 637036
[LIBGPUSPATIAL] [ 52915][11:00:25:649728][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.48 ms, RT: 0.36 ms, Copy res: 0.90 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:664654][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2718, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:25:664881][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 637036 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:25:669636][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.95 ms, Refine: 4.49 ms, Copy Results: 0.45 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:783048][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 270825
[LIBGPUSPATIAL] [ 52915][11:00:25:783745][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 270825
[LIBGPUSPATIAL] [ 52915][11:00:25:783782][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.46 ms, RT: 0.36 ms, Copy res: 0.49 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:796688][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2464, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:25:796801][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 270825 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:25:802358][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.63 ms, Refine: 5.43 ms, Copy Results: 0.20 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:880717][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 390657
[LIBGPUSPATIAL] [ 52915][11:00:25:881557][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 390657
[LIBGPUSPATIAL] [ 52915][11:00:25:881596][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.10 ms, Prepare: 0.48 ms, RT: 0.36 ms, Copy res: 0.62 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:897934][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2726, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:25:898082][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 390657 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:25:903415][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 16.00 ms, Refine: 5.18 ms, Copy Results: 0.26 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:979978][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 319896
[LIBGPUSPATIAL] [ 52915][11:00:25:980722][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 319896
[LIBGPUSPATIAL] [ 52915][11:00:25:980759][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.12 ms, Prepare: 0.46 ms, RT: 0.35 ms, Copy res: 0.53 ms
[LIBGPUSPATIAL] [ 52915][11:00:25:994480][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2414, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:25:994597][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 319896 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:25:998369][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.30 ms, Refine: 3.62 ms, Copy Results: 0.23 ms
[LIBGPUSPATIAL] [ 52915][11:00:26:088786][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 5 MB, capacity 662983
[LIBGPUSPATIAL] [ 52915][11:00:26:089899][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 662983
[LIBGPUSPATIAL] [ 52915][11:00:26:089934][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.38 ms, Copy res: 0.89 ms
[LIBGPUSPATIAL] [ 52915][11:00:26:105477][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2740, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:26:105690][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 662983 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:26:111363][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 15.07 ms, Refine: 5.51 ms, Copy Results: 0.33 ms
[LIBGPUSPATIAL] [ 52915][11:00:26:198686][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 295844
[LIBGPUSPATIAL] [ 52915][11:00:26:199402][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12275, Results: 295844
[LIBGPUSPATIAL] [ 52915][11:00:26:199431][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.48 ms, RT: 0.34 ms, Copy res: 0.52 ms
[LIBGPUSPATIAL] [ 52915][11:00:26:211830][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12275, Loaded 2394, Type MultiPolygon
[LIBGPUSPATIAL] [ 52915][11:00:26:211933][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 295844 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52915][11:00:26:215353][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 11.67 ms, Refine: 3.25 ms, Copy Results: 0.23 ms
Run # 1
┌───────────────────┬──────────────────────────────────────────────────────────────────────────────┐
│     plan_type     ┆                                     plan                                     │
│        utf8       ┆                                     utf8                                     │
╞═══════════════════╪══════════════════════════════════════════════════════════════════════════════╡
│ Plan with Metrics ┆ ProjectionExec: expr=[count(Int64(1))@0 as cross_zone_trip_count], metrics=[ │
│                   ┆ output_rows=1, elapsed_compute=1.22µs, output_bytes=8.0 B]                   │
│                   ┆   AggregateExec: mode=Single, gby=[], aggr=[count(Int64(1))], metrics=[outpu │
│                   ┆ t_rows=1, elapsed_compute=125.787µs, output_bytes=8.0 B]                     │
│                   ┆     ProjectionExec: expr=[], metrics=[output_rows=176391, elapsed_compute=13 │
│                   ┆ .739µs, output_bytes=0.0 B]                                                  │
│                   ┆       SpatialJoinExec: join_type=Inner, on=ST_within(dropoff_geom@0, geom@1) │
│                   ┆ , filter=z_zonekey@0 != z_zonekey@1, metrics=[output_rows=176391, spill_coun │
│                   ┆ t=0, spilled_bytes=0.0 B, spilled_rows=0, build_input_batches=22, build_inpu │
│                   ┆ t_rows=3057046, join_result_candidates=6384310, join_result_count=3062667, o │
│                   ┆ utput_batches=24, probe_input_batches=12, probe_input_rows=156095, build_inp │
│                   ┆ ut_total_size_bytes=483013444, build_mem_used=483013444, execution_mode=1, r │
│                   ┆ efiner_mem_used=0, build_input_collection_time=407.979595ms, build_time=100. │
│                   ┆ 426568ms, join_time=889.432712ms, partition_probe_time=1ns]                  │
│                   ┆         SpatialJoinExec: join_type=Inner, on=ST_within(pickup_geom@0, geom@1 │
│                   ┆ ), projection=[dropoff_geom@1, z_zonekey@2], metrics=[output_rows=3057046, s │
│                   ┆ pill_count=0, spilled_bytes=0.0 B, spilled_rows=0, build_input_batches=4, bu │
│                   ┆ ild_input_rows=6000000, join_result_candidates=7297793, join_result_count=30 │
│                   ┆ 57046, output_batches=22, probe_input_batches=12, probe_input_rows=156095, b │
│                   ┆ uild_input_total_size_bytes=1122000032, build_mem_used=1122000032, execution │
│                   ┆ _mode=1, refiner_mem_used=0, build_input_collection_time=701.174131ms, build │
│                   ┆ _time=205.995227ms, join_time=1.205325s, partition_probe_time=1ns]           │
│                   ┆           ProjectionExec: expr=[st_geomfromwkb(t_pickuploc@0) as pickup_geom │
│                   ┆ , st_geomfromwkb(t_dropoffloc@1) as dropoff_geom], metrics=[output_rows=6000 │
│                   ┆ 000, elapsed_compute=211.301234ms, output_bytes=542.1 MB]                    │
│                   ┆             DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialb │
│                   ┆ ench/paper/benchmark-data-sf1/trip/trip.1.parquet:0..182361649, mnt/data/sed │
│                   ┆ ona-spatialbench/paper/benchmark-data-sf1/trip/trip.2.parquet:0..182311531]] │
│                   ┆ }, projection=[t_pickuploc, t_dropoffloc], file_type=parquet, metrics=[outpu │
│                   ┆ t_rows=6000000, elapsed_compute=1ns, output_bytes=542.1 MB, files_ranges_pru │
│                   ┆ ned_statistics=2 total → 2 matched, row_groups_pruned_statistics=4 total → 4 │
│                   ┆  matched, row_groups_pruned_bloom_filter=4 total → 4 matched, page_index_row │
│                   ┆ s_pruned=0 total → 0 matched, batches_split=0, bytes_scanned=209738293, file │
│                   ┆ _open_errors=0, file_scan_errors=0, num_predicate_creation_errors=0, predica │
│                   ┆ te_cache_inner_records=0, predicate_cache_records=0, predicate_evaluation_er │
│                   ┆ rors=0, pushdown_rows_matched=0, pushdown_rows_pruned=0, bloom_filter_eval_t │
│                   ┆ ime=4ns, metadata_load_time=665.898µs, page_index_eval_time=4ns, row_pushdow │
│                   ┆ n_eval_time=4ns, statistics_eval_time=4ns, time_elapsed_opening=203.148µs, t │
│                   ┆ ime_elapsed_processing=217.1156ms, time_elapsed_scanning_total=1.155499941s, │
│                   ┆  time_elapsed_scanning_until_data=108.365338ms]                              │
│                   ┆           ProjectionExec: expr=[z_zonekey@0 as z_zonekey, st_geomfromwkb(z_b │
│                   ┆ oundary@1) as geom], metrics=[output_rows=156095, elapsed_compute=27.079043m │
│                   ┆ s, output_bytes=1338.5 MB]                                                   │
│                   ┆             DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialb │
│                   ┆ ench/paper/benchmark-data-sf1/zone/zone.1.parquet, mnt/data/sedona-spatialbe │
│                   ┆ nch/paper/benchmark-data-sf1/zone/zone.2.parquet, mnt/data/sedona-spatialben │
│                   ┆ ch/paper/benchmark-data-sf1/zone/zone.3.parquet, mnt/data/sedona-spatialbenc │
│                   ┆ h/paper/benchmark-data-sf1/zone/zone.4.parquet, mnt/data/sedona-spatialbench │
│                   ┆ /paper/benchmark-data-sf1/zone/zone.5.parquet, ...]]}, projection=[z_zonekey │
│                   ┆ , z_boundary], file_type=parquet, metrics=[output_rows=156095, elapsed_compu │
│                   ┆ te=1ns, output_bytes=1338.5 MB, files_ranges_pruned_statistics=6 total → 6 m │
│                   ┆ atched, row_groups_pruned_statistics=12 total → 12 matched, row_groups_prune │
│                   ┆ d_bloom_filter=12 total → 12 matched, page_index_rows_pruned=0 total → 0 mat │
│                   ┆ ched, batches_split=0, bytes_scanned=1384587770, file_open_errors=0, file_sc │
│                   ┆ an_errors=0, num_predicate_creation_errors=0, predicate_cache_inner_records= │
│                   ┆ 0, predicate_cache_records=0, predicate_evaluation_errors=0, pushdown_rows_m │
│                   ┆ atched=0, pushdown_rows_pruned=0, bloom_filter_eval_time=12ns, metadata_load │
│                   ┆ _time=1.563068ms, page_index_eval_time=12ns, row_pushdown_eval_time=12ns, st │
│                   ┆ atistics_eval_time=12ns, time_elapsed_opening=308.512µs, time_elapsed_proces │
│                   ┆ sing=346.560565ms, time_elapsed_scanning_total=2.204714758s, time_elapsed_sc │
│                   ┆ anning_until_data=312.825675ms]                                              │
│                   ┆         ProjectionExec: expr=[z_zonekey@0 as z_zonekey, st_geomfromwkb(z_bou │
│                   ┆ ndary@1) as geom], metrics=[output_rows=156095, elapsed_compute=26.591352ms, │
│                   ┆  output_bytes=1338.5 MB]                                                     │
│                   ┆           DataSourceExec: file_groups={1 group: [[mnt/data/sedona-spatialben │
│                   ┆ ch/paper/benchmark-data-sf1/zone/zone.1.parquet, mnt/data/sedona-spatialbenc │
│                   ┆ h/paper/benchmark-data-sf1/zone/zone.2.parquet, mnt/data/sedona-spatialbench │
│                   ┆ /paper/benchmark-data-sf1/zone/zone.3.parquet, mnt/data/sedona-spatialbench/ │
│                   ┆ paper/benchmark-data-sf1/zone/zone.4.parquet, mnt/data/sedona-spatialbench/p │
│                   ┆ aper/benchmark-data-sf1/zone/zone.5.parquet, ...]]}, projection=[z_zonekey,  │
│                   ┆ z_boundary], file_type=parquet, metrics=[output_rows=156095, elapsed_compute │
│                   ┆ =1ns, output_bytes=1338.5 MB, files_ranges_pruned_statistics=6 total → 6 mat │
│                   ┆ ched, row_groups_pruned_statistics=12 total → 12 matched, row_groups_pruned_ │
│                   ┆ bloom_filter=12 total → 12 matched, page_index_rows_pruned=0 total → 0 match │
│                   ┆ ed, batches_split=0, bytes_scanned=1384587770, file_open_errors=0, file_scan │
│                   ┆ _errors=0, num_predicate_creation_errors=0, predicate_cache_inner_records=0, │
│                   ┆  predicate_cache_records=0, predicate_evaluation_errors=0, pushdown_rows_mat │
│                   ┆ ched=0, pushdown_rows_pruned=0, bloom_filter_eval_time=12ns, metadata_load_t │
│                   ┆ ime=1.762177ms, page_index_eval_time=12ns, row_pushdown_eval_time=12ns, stat │
│                   ┆ istics_eval_time=12ns, time_elapsed_opening=331.453µs, time_elapsed_processi │
│                   ┆ ng=271.401648ms, time_elapsed_scanning_total=1.366283445s, time_elapsed_scan │
│                   ┆ ning_until_data=249.278164ms]                                                │
│                   ┆                                                                              │
└───────────────────┴──────────────────────────────────────────────────────────────────────────────┘
[LIBGPUSPATIAL] [ 52915][11:00:27:449930][info  ] Create RTSpatialIndex 0x74c8d908e130, fast_build = 0, compact = 0, concurrency = 1
[LIBGPUSPATIAL] [ 52915][11:00:27:450227][info  ] Create RTSpatialRefiner 0x74c8db5a7550, fast_build = 0, compact = 0, parsing_threads = 8, concurrency = 1, pipeline_batches = 1, wkb_parser_memory_quota = 0.80, relate_engine_memory_quota = 0.80
[LIBGPUSPATIAL] [ 52915][11:00:27:649714][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. PushBuild: 103.27 ms, FinishBuilding: 0.01 ms
[LIBGPUSPATIAL] [ 52915][11:00:27:649745][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), FinishBuilding Refiner, Total geoms: 6000000
[LIBGPUSPATIAL] [ 52915][11:00:27:649760][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), PushBuild, Rectangles 6000000
[LIBGPUSPATIAL] [ 52915][11:00:27:659979][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), FinishBuilding Index on Points, Total geoms: 6000000
[LIBGPUSPATIAL] [ 52915][11:00:27:660005][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. PushBuild: 7.33 ms, FinishBuilding: 2.89 ms
[LIBGPUSPATIAL] [ 52920][11:00:27:737313][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 2 MB, capacity 325005
[LIBGPUSPATIAL] [ 52920][11:00:27:738263][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 325005
[LIBGPUSPATIAL] [ 52920][11:00:27:738294][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.47 ms, RT: 0.75 ms, Copy res: 0.54 ms
[LIBGPUSPATIAL] [ 52920][11:00:27:753478][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 13740, Loaded 2689, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:27:753594][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 325005 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:27:758868][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 13.93 ms, Refine: 5.07 ms, Copy Results: 0.28 ms
[LIBGPUSPATIAL] [ 52920][11:00:27:883649][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 6 MB, capacity 815600
[LIBGPUSPATIAL] [ 52920][11:00:27:885140][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 12276, Results: 815600
[LIBGPUSPATIAL] [ 52920][11:00:27:885170][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Profiling Results. Alloc: 0.09 ms, Prepare: 0.46 ms, RT: 0.73 ms, Copy res: 1.09 ms
[LIBGPUSPATIAL] [ 52920][11:00:27:900749][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Loaded Geometries, ProbeArray 12276, Loaded 2431, Type MultiPolygon
[LIBGPUSPATIAL] [ 52920][11:00:27:901013][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Evaluating 815600 Geometry Pairs with Predicate Within
[LIBGPUSPATIAL] [ 52920][11:00:27:906853][info  ] RTSpatialRefiner 0x74c8db5a7550 (Free 22005 MB), Profiling Results. Parse: 12.53 ms, Refine: 5.64 ms, Copy Results: 0.42 ms
[LIBGPUSPATIAL] [ 52920][11:00:28:121437][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Allocate result buffer, memory consumption 4 MB, capacity 617528
[LIBGPUSPATIAL] [ 52920][11:00:28:122728][info  ] RTSpatialIndex 0x74c8d908e130 (Free 22005 MB), Probe Rectangles, Size: 13740, Results: 617528
